Title,Body HTML,Vendor,URL
Brute 32 Gallon Vented Round Containers - Blue - 2 Pack,"Extra strong polyethylene construction withstands bumps and kicks; will not rust, chip or peel. Nest for easy storage and cleans easily due to seamless construction. Built-in handles, double ribbed base and molded base grip for two-handed lifting. Internal venting channels on 20, 32, and 44 gallon containers allow for easy removal of garbage bags. Choice of snap-on flat lid or dome top. Accepted for use in Canadian food processing facilities. UV stabilizer added for maximum life in outdoor setting",rubbermaid,https://www.staples.ca/products/1938824-en-brute-32-gallon-vented-round-containers-blue-2-pack
"Duraplus Waste Receptacle Container with Lid, 60-Litre, Grey",Keep all of your waste in one safe and sanitary place with this durable and spacious garbage bin from DURA PLUS.  Garbage bin includes 1 compartment.  The push-door lid is perfect for easy organizing.,dura_plus,https://www.staples.ca/products/232017-en-duraplus-waste-receptacle-container-with-lid-60-litre-grey
"Round Brute Tops, Dia."" x H"", 19 7/8 x 1 1/4, 2 lbs., 5 Pack","Extra strong polyethylene construction withstands bumps and kicks; will not rust, chip or peel. Nest for easy storage and cleans easily due to seamless construction. Built-in handles, double ribbed base and molded base grip for two-handed lifting. Choice of snap-on flat lid or dome top. Accepted for use in Canadian food processing facilities. UV stabilizer added for maximum life in outdoor setting",rubbermaid,https://www.staples.ca/products/1938837-en-round-brute-tops-dia-x-h-19-78-x-1-14-2-lbs-5-pack
"Round Brute Tops, Dia."" x H"", 24 1/2 x 1 1/2, 4 lbs. JB616, 2 Pack","Extra strong polyethylene construction withstands bumps and kicks; will not rust, chip or peel. Nest for easy storage and cleans easily due to seamless construction. Built-in handles, double ribbed base and molded base grip for two-handed lifting. Choice of snap-on flat lid or dome top. Accepted for use in Canadian food processing facilities. UV stabilizer added for maximum life in outdoor setting",rubbermaid,https://www.staples.ca/products/1938843-en-round-brute-tops-dia-x-h-24-12-x-1-12-4-lbs-jb616-2-pack
"Insten Protector Cover with Snap Tail Stand for iPhone 4/4S, Hot-Pink Massage Dots (1337103)","Insten  ""Massage Dots"" Protector cover in hot-pink Colour is compatible with Apple iPhone 4S/4 and allows easy access to all functions. Cover delivers instant all around protection against bumps or scratches.",insten,https://www.staples.ca/products/1408647-en-insten-protector-cover-with-snap-tail-stand-for-iphone-44s-hot-pink-massage-dots-1337103
"AXS PROTech Sony Xperia XA2 Phone Case, Ultra Black (SONR1450)","Prone to accidental drops? Rest easy with AXS’s PROTech Dual-layered case. The inner silicone and outer shock-absorbing polycarbonate material has been tested and came back with military-grade durability! PROTech is designed to effectively defend your device against turbulent drops and shocks. The raised lip around the front screen and around the camera lift your display and lens off flat surfaces for extra drop and scratch protection. Pairing the protection of our shock resistant technology with elegant chrome push buttons, PROTech is perfect for everyday use.",axs_brand,https://www.staples.ca/products/2871100-en-axs-protech-sony-xperia-xa2-phone-case-ultra-black-sonr1450
"Round Brute Tops, Dia."" x H"", 24 13/16 x 12 19/32, 16 lbs.","Extra strong polyethylene construction withstands bumps and kicks; will not rust, chip or peel. Nest for easy storage and cleans easily due to seamless construction. Built-in handles, double ribbed base and molded base grip for two-handed lifting. Choice of snap-on flat lid or dome top. Accepted for use in Canadian food processing facilities. UV stabilizer added for maximum life in outdoor setting",rubbermaid,https://www.staples.ca/products/1938846-en-round-brute-tops-dia-x-h-24-1316-x-12-1932-16-lbs
"simplehuman Semi-Round Sensor Can, 45 L (12 gal), Brushed Stainless Steel, Grey Plastic Lid (ST2010)",Sensor garbage can with plastic lid.,simplehuman,https://www.staples.ca/products/2392194-en-simplehuman-semi-round-sensor-can-45-l-12-gal-brushed-stainless-steel-grey-plastic-lid-st2010
"Glutton Containers, Hooded Top w/o Doors, Dimensions L"" x W"" x H"", 26 5/8 x 23 x 13","Sturdy heavy-duty plastic construction is easy to clean and requires no maintenance. Perfect for large crowds and high traffic areas such as plant lunchrooms, manufacturing and shopping areas, parks and airports. Designed to withstand extreme weather and handling. Optional hooded top/rain shield available with or without doors. Optional hold-down base and rigid liner. Huge 50 US gallon capacity eliminates frequent emptying",rubbermaid,https://www.staples.ca/products/1938798-en-glutton-containers-hooded-top-wo-doors-dimensions-l-x-w-x-h-26-58-x-23-x-13
Waste Receptacles,"Surface or recess-mounted models available. Receptacle fabricated of type 304 (18-8), 22-gauge stainless steel with exposed surfaces in architectural satin finish. Liner (optional) fabricated of heavy-duty stitched vinyl coated nylon. Attaches with hook and loop fasteners. Hinged cover (optional) fabricated of type 304 (18-8), 22-gauge stainless steel with exposed surfaces in architectural satin finish. Heavy-duty stainless steel piano hinge. Model JC274 includes cabinet fabricated of 304 (18-8) 22-gauge stainless steel all-welded construction",bradley,https://www.staples.ca/products/1938907-en-waste-receptacles
"Honey Can Do Coastal Collection Decorative Trash Can, Bronze","You used to hate to take out the garbage. Trash in, trash out-does the cycle ever end? Suddenly, this Decorative Trash Can enters your life and breaks up the boredom of choredom. Sporting a minimal chevron design, this savvy little waste basket brings a hint of chic to our Coastal Collection. You love how its antiqued bronze frame livens up your home office and showers your bathroom with minimalist style. Its sturdy base makes it a functional and fashionable addition to any space it graces. And on the days you're demanded to take on more chores, this steel can is your wingman who will help you take out the trash so you don't have to talk it.",honey_can_do,https://www.staples.ca/products/2883019-en-honey-can-do-coastal-collection-decorative-trash-can-bronze
"Paris Site Furnishings Metal Animal-proof Trash Can, 68-Gallon, Black (461-314-0006)","Made in Canada. Heavy duty steel construction. Comes fully assembled, easy installation. Commercial grade quality product. Bear resistant latches on both lids and doors make this a great solution to areas where bears are a concern. Rust resistant pre-galvanized metal construction. Stainless steel hinges and handles. Thermally bonded ultra-violet resistant black gloss powder coat paint finish. 2 34 gallon heavy-duty polyethylene liner",paris_site_furnishings,https://www.staples.ca/products/2467092-en-paris-site-furnishings-metal-animal-proof-trash-can-68-gallon-black-461-314-0006
"Globe 10 Gallon Garbage Waste Container Lid, Blue, 2 Pack",Waste Container Lid - 10 gal - Blue - Pack of 2,globe,https://www.staples.ca/products/2932928-en-globe-10-gallon-garbage-waste-container-lid-blue-2-pack
"Marshal Containers, Rigid Liners","Extra strong polyethylene construction. Will not rust, chip or peel",rubbermaid,https://www.staples.ca/products/1938813-en-marshal-containers-rigid-liners
"Umbra Skinny Can, Bronze, 3 Pack",Bin is constructed from reliable moulded plastic,umbra,https://www.staples.ca/products/238624-en-umbra-skinny-can-bronze-3-pack
"simplehuman Rectangular Step Trash Can, Stainless Steel, 13 Gallon","The strong steel pedal is designed to last, and our patented lid shox technology ensures a smooth, silent close every time.",simplehuman,https://www.staples.ca/products/1640777-en-simplehuman-rectangular-step-trash-can-stainless-steel-13-gallon
"Paris Site Furnishings Premier Litter and Trash Receptacle, 34-Gallon, Tan (460-304-0011)","Made in Canada. Heavy duty steel construction. Comes fully assembled, easy installation. Commercial grade quality product. Lid and lanyard (stainless steel braided cable) included. Thermally bonded ultra-violet resistant tan gloss powder coat paint finish. Predrilled foot holes for added security.",paris_site_furnishings,https://www.staples.ca/products/2467058-en-paris-site-furnishings-premier-litter-and-trash-receptacle-34-gallon-tan-460-304-0011
"simplehuman Semi-Round Sensor Can with Liner Pocket, 45 L (12 gal), Brushed Stainless Steel (ST2009)",Plastic sensor garbage can with liner pocket.,simplehuman,https://www.staples.ca/products/2391972-en-simplehuman-semi-round-sensor-can-with-liner-pocket-45-l-12-gal-brushed-stainless-steel-st2009
"Pre-Galvanized Steel Garbage Cans, Capacity Gal., 14, Dimensions Dia"". x H"", 17 x 23, 2 Pack","Cover is deeply formed and has reinforcing ribs for extra strength. Deeply formed bottom for extra strength, raise 5/8"" for longer life and handling ease. 3/16"" wire rolled top. Smooth edged and riveted handles. 30-gauge pre-galvanized steel resulting in a smooth, bright, rustproof finish. Includes: Single handled self-locking cover",gw_metal,https://www.staples.ca/products/1938815-en-pre-galvanized-steel-garbage-cans-capacity-gal-14-dimensions-dia-x-h-17-x-23-2-pack
"Glutton Containers, Brown","Sturdy heavy-duty plastic construction is easy to clean and requires no maintenance. Perfect for large crowds and high traffic areas such as plant lunchrooms, manufacturing and shopping areas, parks and airports. Designed to withstand extreme weather and handling. Optional hooded top/rain shield available with or without doors. Optional hold-down base and rigid liner. Huge 50 US gallon capacity eliminates frequent emptying",rubbermaid,https://www.staples.ca/products/1938796-en-glutton-containers-brown
"Round Brute Tops, Dia."" x H"", 27 1/4 x 14 1/2, 17 lbs.","Extra strong polyethylene construction withstands bumps and kicks; will not rust, chip or peel. Nest for easy storage and cleans easily due to seamless construction. Built-in handles, double ribbed base and molded base grip for two-handed lifting. Choice of snap-on flat lid or dome top. Accepted for use in Canadian food processing facilities. UV stabilizer added for maximum life in outdoor setting",rubbermaid,https://www.staples.ca/products/1938848-en-round-brute-tops-dia-x-h-27-14-x-14-12-17-lbs
"simplehuman Rectangular Step Trash Can with Liner Pocket, White, 12 Gallon","Just slip a liner refill pack into the liner pocket to dispense fresh liners one at a time. No clumsy perforations or unraveling. The can's stainless steel liner rim grips the liner and keeps it hidden. Strong wide steel pedal is designed to last, and our patented lid shox technology ensures a smooth, silent close every time.",simplehuman,https://www.staples.ca/products/1667560-en-simplehuman-rectangular-step-trash-can-with-liner-pocket-white-12-gallon
"AXS PROTech Sony Xperia XA2 Phone Case, Army Grey (SONR1443)","Prone to accidental drops? Rest easy with AXS’s PROTech Dual-layered case. The inner silicone and outer shock-absorbing polycarbonate material has been tested and came back with military-grade durability! PROTech is designed to effectively defend your device against turbulent drops and shocks. The raised lip around the front screen and around the camera lift your display and lens off flat surfaces for extra drop and scratch protection. Pairing the protection of our shock resistant technology with elegant chrome push buttons, PROTech is perfect for everyday use.",axs_brand,https://www.staples.ca/products/2871098-en-axs-protech-sony-xperia-xa2-phone-case-army-grey-sonr1443
"Brute Buckets NB849, Brute Round, 12"" Dia. x 11 1/4"" H, 3 Pack","Molded-in graduations for accurate measuring. Thick top rim with spout permits neat pouring. Tough construction resists cracking and provides great flexibility. Sturdy zinc-plated handle resists rusting or bending. Double compartment bucket carries both cleaning solution and rinse water for efficient area cleaning,can be used with steel roller sponge mop",rubbermaid,https://www.staples.ca/products/1938762-en-brute-buckets-nb849-brute-round-12-dia-x-11-14-h-3-pack
